Author_id,Name
201,Maralde Meyer-Minnemann
202,Gabriel García Márquez
203,Fay Weldon
204,Arabella Weir
205,Kiana Davenport
206,Margarete Längsfeld
207,Sue Townsend
208,Renan Demirkan
209,Michael Moore
210,Helmut Dierlamm
211,Heike Schlatterer
212,Jonathan Franzen
213,Bettina Abarbanell
214,J. D. Salinger
215,Annemarie Böll
216,Heinrich Böll
217,Elisab
218,James Joyce
219,Joanna Trollope
220,Antoinette Gittinger
221,Milan Kundera
222,Arundhati Roy
223,Robert S. Levinson
224,Lorna Landvik
225,Arthur Golden
226,Kent Haruf
227,Patricia D Cornwell
228,Patricia D. Cornwell
229,Carol J. Farley
230,Tom Newsom
231,Kathleen E. Woodiwiss
232,Belva Plain
233,Mark Haddon
234,Ann Brashares
235,Erich Segal
236,Elizabeth Adler
237,Nicholas Sparks
238,John Saul
239,Steve Thayer
240,Tracy Chevalier
241,Judith Kelman
242,Michael Palmer
243,Francine Hughes
244,Norman Bridwell
245,Frank Mccourt
246,Malachy Mccourt
247,Mari Sandoz
248,Anne Perry
249,Alexander Mccall Smith
250,Barbara Bergman
251,Gregory Maguire
252,Yann Martel
253,Ruth Rendell
254,Al Franken
255,Donna Tartt
256,John Milne
257,Terry Pratchett
258,E. B. White
259,Garth Williams
260,J. M. Barrie
261,Mary O'Hara
262,Paul Kidby
263,Louise Rennison
264,Kenneth Grahame
265,Bernard Cornwell
266,Charles De Lint
267,Lord Dunsany
268,Neil Gaiman
269,Georgette Heyer
270,Oscar Wilde
271,Jeffrey Eugenides
272,Ted Hughes
273,Andrew Davidson
274,Roald Dahl
275,Quentin Blake
276,Donna Jo Napoli
277,A.S. Byatt
278,Tanuja Desai Hidier
279,Sophie Kinsella
280,Isabel Wolff
281,Louisa May Alcott
282,Margaret Drabble
283,George Orwell
284,Charles Dickens
285,Isabel Allende
286,Ellen Datlow
287,Terri Windling
288,Charles Vess
289,Neil Gaim
290,Joseph Heller
291,John Galsworthy
292,Enid Blyton
293,Alan Moore
294,Kevin O'Neill
295,Ben Dimagmaliw
296,Sam Kieth
297,Mike Dringenberg
298,Malcolm Jon
299,John Bolton
300,Trudy Suggs
301,Tom Wolfe
302,Brady Udall
303,Homer Hickam
304,Pearl Abraham
305,Sebastian Junger
306,Karen Armstrong
307,Mary Barnard
308,Dudley Fitts
309,David Brin
310,T. C. Boyle
311,T. Coraghessan Boyle
312,Plato
313,Alexander Nehamas
314,Paul Woodruff
315,Lynda Madaras
316,Dane Saavedra
317,Jackie Aher
318,Stephen Mccauley
319,Isabelle Holland
320,Pam Conrad
321,Lurlene Mcdaniel
322,Brian Kaufman
323,John Darnton
324,Martin Schenk
325,David Eddings
326,Leigh Eddings
327,Paul Reiser
328,David G. Hartwell
329,Kathryn Cramer
330,Dave Barry
331,John R. Holt
332,Theodore Beale
333,Frank M. Robinson
334,Mary Jane Clark
335,Mary Shelley
336,Robert Westall
337,Robert B. Parker
338,Rita Chapman Works
339,Mark Carwardine
340,A. Manette Ansay
341,Sarah Waters
342,Anne Frank
343,Barry Lopez
344,Greg Palast
345,Andrea Kane
346,Nevada Barr
347,Margaret Maron
348,Edna Barker
349,Shelagh Rogers
350,Muriel Whitaker
351,John Irving
352,William Golding
353,Hermann Stiehl
354,Harperreference
355,Ltd
356,Ann Patchett
357,Lane Smith
358,Sue Monk; Sue Monk Kidd Kidd
359,Roseanne J. Serra (Co
360,Bob Thiele
361,Bob Golden
362,Steve Allen
363,Colleen Mccullough
364,Joanne Harris
365,Thomas Cahill
366,Michael Hudson
367,Jane Smiley
368,Dick Francis
369,Nora Roberts
370,Jean Marzollo
371,Walter Wick
372,Carol Devine Carson
373,Barbara Delinsky
374,P. D. James
375,Arthur W. Upfield
376,Christopher Rice
377,Rex Stout
378,Joan Anderson
379,Vance Havner
380,Warren W. Wiersbe
381,Max Lucado
382,Larry Crabb
383,Barry Neil Kaufman
384,Bob Sjogren
385,Frederick J. Moody
386,Neal Pirolo
387,William Sleator
388,Antoine De Saint-Exupery
389,Richard Bach
390,Kevin Sullivan
391,Michele Morgan
392,Scott Cunningham
393,David Allen Hulse
394,Richard Webster
395,Bernard King
396,Pat Hutchins
397,William Shakespeare
398,Roma Gill
399,Melissa Mcclone
400,Cheryl St. John
401,Lewis Carroll
402,Martin Gardner
403,Mark Twain
404,Mary Crow Dog
405,Richard Erdoes
406,Linda Gordon
407,Florence King
408,Alice Sebold
409,Spalding Gray
410,Thomas Harris
411,Edward Rutherfurd
412,Margaret Atwood
413,Dorothy Allison
414,Maya Angelou
415,Edith Wharton
416,Mary Brave Bird
417,John G. Neihardt
418,Vine Deloria Jr.
419,Roland Warren
420,Johnny Molloy
421,James Mccourt
422,Wayne Koestenbaum
423,Elizabeth Wurtzel
424,Bill Bradley
425,Don Miguel Ruiz
426,Paul Lester
427,Leo Tolstoy
428,Simon Nye
429,Robert A Johnson
430,Marc Gascoigne
431,Stephanie Maze
432,Sandra Dallas
433,Anne Mccaffrey
434,David Gemmell
435,Laura Zigman
436,Margaret Truman
437,Mark C. Young
438,Paula Danziger
439,Tony Ross
440,Richard A. Lupoff
441,Bruce Coville
442,Carrie A. Bebris
443,Ellen Carol Dubois
444,Candice F. Ransom
445,Sam Bobrick
446,Julie Stein
447,Price Stern Sloan
448,Anna Sewell
449,Vogel Sewell
450,Malvina (Editor) Sewell
451,Marian Leighton
452,Donna K. Grosvenor
453,James L. Stanfield
454,Mary Wollstonecraft Shelley
455,D. J. Arneson
456,Eva Clif
457,Valerie Block
458,Luanne Rice
459,Ellen Gilchrist
460,Tim Gautreaux
461,Richard Russo
462,Jostein Gaarder
463,Anna Quindlen
464,Diane Johnson
465,Wally Lamb
466,Adeline Yen Mah
467,Barbara Ehrenreich
468,Dorothy Dunnett
469,John Lecarre
470,Singer Media Corporation
471,Emily Dickinson
472,Hazel Harrison
473,Joseph Girzone
474,Joseph F. Girzone
475,Lorraine Anderson
476,Ad Hudler
477,Josephine Carlton
478,Ted L. Nancy
479,Jerry Seinfeld
480,Francis Wheen
481,Ellen Rimbauer
482,Joyce Reardon
483,Steven Rimbauer
484,Sidney Sheldon
485,Christopher Moore
486,Pamela Johnson
487,Robert Lacey
488,Tim Dorsey
489,Jodi Compton
490,Elmore Leonard
491,Lynn Coady
492,John Lawton
493,Eileen Yin-Fei Lo
494,Tilden Edwards
495,Vikram Seth
496,Elizabeth Gaskell
497,Elizabeth Porges Watson
498,Anita Diamant
499,Lauren Haney
500,Gerald Stern
501,Martha Grimes
502,Henry James
503,Sarah Orne Jewett
504,William Carlos Williams
505,Rh Value Publishing
506,Harry Kemelman
507,Mil Millington
508,Suzanne G. Farnham
509,Joseph P. Gill
510,R. Taylor Mclean
511,Czeslaw Milosz
512,Margaret Guenther
513,Roberto Juarroz
514,Mary Crow
515,Hans Kmoch
516,Barnie F. Winkelman
517,Emma Mclaughlin
518,Nicola Kraus
519,Paul Jennings
520,Mark E. Neely Jr.
521,Stephen J. Weininger
522,Frank R. Stermitz
523,Larry Katzenstein
524,David Steinman
525,Alfie Kohn
526,Paula Polk Lillard
527,David Lewis
528,Billie Livingston
529,Adele Lang
530,Jen Banbury
531,Patricia Daniels Cornwell
532,Catherine Coulter
533,Dominick Dunne
534,Clive Cussler
535,John Pascal
536,Carl Hiaasen
537,Diane Stevenson
538,Jonathan Safran Foer
539,Francesca Marciano
540,Julia Glass
541,Tawni O'Dell
542,Jennifer Weiner
543,Danielle Steel
544,Leon Hale
545,Russell Banks
546,Samuel Taylor Coleridge
547,Bradley P Warshauer
548,Bradley P. Warshauer
549,Bobbie Ann Mason
550,Karen Robards
551,Emma Lathen
552,Faye Kellerman
553,Jacquelyn Mitchard
554,Diane Mott Davidson
555,Candace Bushnell
556,Kristin Hannah
557,Michael Marshall
558,Allen Widome
559,Wilbur Smith
560,Mike Thaler
561,Jared Lee
562,Michael Slade
563,John Sandford
564,John Camp
565,Tami Hoag
566,Ted Dekker
567,Angela Hunt
568,C. S. Lewis
569,C. S Lewis
570,Will Eisner
571,Robin Cook
572,E. Lynn Harris
573,Linda Goodman
574,Anne Rice
575,Judith Rossner
576,Marilyn French
577,Wayne W. Dyer
578,Armistead Maupin
579,Julie Morgenstern
580,Peter Straub
581,James Maybrick
582,Shirley Harrison
583,Barbara Taylor Bradford
584,Lisa Jackson
585,Sharyn Mccrumb
586,Cokie Roberts
587,Shana Corey
588,Mark Teague
589,Jesse S. Ostrow
590,Charles Shaw
591,Justine Korman
592,Bill Langley
593,Ron Dias
594,Walt Disney P
595,Patricia Reilly Giff
596,Beverly Cleary
597,K.A. Applegate
598,Jane Yolen
599,Golden Books
600,Marvin Miller
601,Craig Boldman
602,H. G. Wells
603,Raymond James
604,Jim Deal
605,Bobbie Kalman
606,Mercedes Lackey
607,Dorothy Gilman
608,Moveon.Org
609,Christopher Finch
610,Charles Frazier
611,Julia Spencer-Fleming
612,Fannie Flagg
613,Laura Ingall Wilder
614,Brooke Zimmer
615,John Fontana
616,Lisa Gardner
617,Tracy Dockray
618,Gertrude Chandler Warner
619,Lynn S. Hightower
620,Eric Schlosser
621,Suzanne Brockmann
622,Gail Carson Levine
623,Frances Kuffel
624,Susan Conant
625,David Schickler
626,Judith Mcnaught
627,Janet Evanovich
628,Sylvia Plath
629,Ilona Koidahl
630,Fern Michaels
631,Betsy Byars
632,Bruce Sterling
633,Sarah Ban Breathnach
634,Alice Hoffman
635,Lisa Scottoline
636,Spencer Johnson
637,Kenneth Blanchard
638,David Feldman
639,Kas Schwan
640,Richard Bausch
641,Katie Fforde
642,James Burke
643,Bliss Broyard
644,Sara Paretsky
645,Charles Webb
646,Elizabeth Benedict
647,Stanley Morison; Brooke Crutchley (Editor); Mike P
648,Henry Miller
649,David Whyte
650,Thomas Cummings
651,Warren Bennis
652,Gretchen M. Spreitze
653,Martha Beck
654,Desmond Tutu
655,Clayborne Carson
656,Kris Shepard
657,Andrew Young
658,Jack Kerouac
659,Ann Charters
660,Martin Buber
661,Walter Kaufmann
662,Niccolò Machiavelli
663,N. H. Thompson
664,Paul Monette
665,Ernest Hemingway
666,Melody Carlson
667,Alisa Kwitney
668,Billie Letts
669,Melissa Bank
670,Rena Kornreich Gelissen
671,Heather Dune Macadam
672,Moon Unit Zappa
673,Ted Mooney
674,Susan Wiggs
675,Gwyn Hyman Rubio
676,Elisabeth Robinson
677,Audrey Niffenegger
678,Tim Farrington
679,Chaim Potok
680,Scott Spencer
681,V. S. Naipaul
682,Jean Giono
683,Anne-Marie Marina-Médiavilla
684,Alain-Fournier Leuwers
685,Daniel Leuwers
686,Erich Maria Remarque
687,Alzir Hella
688,Olivier Bournac
689,Roy Lewis
690,René Barjavel
691,Alexandra David-Néel
692,Charles Baudelaire
693,Marie-Jeanne Durry
694,Yves Florenn
695,Jacques Chambon
696,Henri Robillot
697,Radiguet
698,Emile Zola
699,Henri Mitterand
700,Willi Glasauer
701,Louis Pergaud
702,Collectif
703,Robert A. (Anson) Heinlein
704,Sten Nadolny
705,Cheryl Benard
706,Edit Schlaffer
707,Christa Wichterich
708,John Blofeld
709,Christine Obbo
710,Peter B Heim
711,Hera Lind
712,Jane Hamilton
713,Jack Higgins
714,Max Allan Collins
715,David Guterson
716,Bernhard Schlink
717,Carol Brown Janeway
718,Eric Jerome Dickey
719,Patricia Gaffney
720,Richard Paul Evans
721,Marc Levy
722,Laney Katz Becker
723,Vladimir Nabokov
724,Jennifer Lauck
725,Joe Keenan
726,Jeanne Ray
727,Tony Parsons
728,Jane Mccafferty
729,Laura Esquivel
730,Cathleen Toelke
731,Carol
732,Thomas
733,J.R.R. Tolkien
734,Venise Berry
735,Jan Karon
736,Cormac Mccarthy
737,Carol Higgins Clark
738,Andrew Gross
739,Travis Thrasher
740,John Mcenroe
741,John Kaplan
742,Sally Mandel
743,Linda Lay Shuler
744,Janet Dailey
745,Claude Lanzmann
746,Simone De Beauvoir
747,Lemony Snicket
748,Brett Helquist
749,Matthew Thomas
750,Boris Vian
751,Noël Arnaud
752,Claude Couffon
753,Luis Sepulveda
754,Hubert Selby
755,Jacob Weisberg
756,David Lodge
757,Lily Seafield
758,Philip Ardagh
759,Iain Banks
760,David Crombie
761,John Steinbeck
762,Michael O'Mara
763,Richard Brassey
764,William Vance
765,Jean Van Hamme
766,R. W. Holder
767,From The Editors Of Southwater
768,Bernard Werber
769,Andy Sloss
770,Allan Zola Kronzek
771,Elizabeth Kronzek
772,Charles L Squire
773,Gordon Jarvie
774,Alan Spence
775,Helene Siegel
776,Karen Gillingham
777,A A Milne
778,A. A. Milne
779,Eric Thompson
780,Elizabeth Strout
781,David Sedaris
782,Leslie Feinberg
783,Chris Anne Wolfe
784,Lauren Sanders
785,Gael Baudino
786,Lauren Maddison
787,Carol Anshaw
788,Jean Stewart
789,Emma Donoghue
790,Deborah E. Mcdowell
791,Karen X. Tulchinsky
792,Jill Thompson
793,Jody Seay
794,Manda Scott
795,Jeff Foxworthy
796,Terry Brooks
797,A.C. Crispin
798,Madelyn Arnold
799,Tamora Pierce
800,Carolyn Chute
801,Sara Orwig
802,Melisa Michaels
803,Isobel Bird
804,Frederik Pohl
805,C. M. Kornbluth
806,Vonda Mcintyre
807,John Varley
808,Nancy Garden
809,Nicola Griffith
810,Julie Campbell
811,Lee Smith
812,Jacqueline Woodson
813,Pat Summitt
814,Richard Belzer
815,Nick Hornby
816,Andrew L Johnson
817,Marian Babson
818,Kathleen O'Neal Gear
819,W. Michael Gear
820,Paul Phifer
821,Peter Hoeg
822,Erma Bombeck
823,John Mortimer
824,E.L. Doctorow
825,Simon Schama
826,Frank Waters
827,Karen Hesse
828,Kenneth Oppel
829,S.D. Schindler
830,Carol Ryrie Brink
831,Richard Mantel
832,K. A. Applegate
833,Pauline Baynes
834,Shelly Roberts
835,Diane Duane
836,Carolee Brockman
837,Rachel Roberts
838,Shelley Roberts
839,Lensey Namioka
840,Jackie Eileen Behrend
841,Andrew Clements
842,Brian Selznick
843,Lois Lowry
844,Brother Yun
845,Paul Hattaway
846,Katherine Khodorowsky
847,Milena Moser
848,Patricia Highsmith
849,Gabriele Conrad
850,Lore Straßl
851,Jürgen Speh
852,Till R. Lohmeyer
853,Gabriele
854,Stephen R. Donaldson
855,Todd Herzog
856,Sander Gilman
857,John Borneman
858,Robert S. Mcelvaine
859,Bram Stoker
860,Michael A. Stackpole
861,Langston Hughes
862,Carol Matthews
863,Carole Matthews
864,Jacqueline L. Tobin
865,Raymond G. Dobard
866,Maude S. Wah
867,Marion Zimmer Bradley
868,Andrei Codrescu
869,Carolyne Aarsen
870,Jack Chapman
871,Anthony J Alessandra
872,Charles R Swindoll
873,Orson Scott Card
874,V. A. Howard
875,J. H. Barton
876,Steve Pieczenik
877,Walter P. Wilson
878,Bruce Fries
879,Marty Fries
880,Rush Limbaugh
881,Anne Dingus
882,Kate Chopin
883,Kirk Kazanjian
884,Donald Merriam Allen
885,William R. Maples
886,Michael Browning
887,Carl Hausman
888,Richard Peck
889,Michael Connelly
890,John Lescroart
891,John Jakes
892,Alice Mcdermott
893,Hilary Bailey
894,Howard Fast
895,Jessica Fletcher
896,Donald Bain
897,Eileen Goudge
898,Arnette Lamb
899,Piers A. Jacob
900,Michael Schulte
901,Walter Cronkite
902,Tom Mula
903,Lois Faye Dyer
904,Sharon Lamb
905,Sir Arthur Conan Doyle
906,Agatha Christie
907,Mark Cohen
908,Sherry Shahan
909,Betsy Haynes
910,Helen R. Myers
911,Della Rowland
912,Irving Adler
913,Elizabeth Peters
914,Shirlee Busbee
915,Emily Brontë
916,Frank Peretti
917,John A. Keel
918,Jan Gabriel
919,Rebecca Winters
920,Meg Cabot
921,Tanith Lee
922,Cathy Thacker
923,Richard Burton
924,Beverly Hastings
925,Savinien Cyrano De Bergerac
926,G. Strachan
927,James C. Robertson
928,Teresa Southwick
929,Barbara H. Solomon
930,Judith Guest
931,Sandra Field
932,Helen Brooks
933,Blanche Fisher Wright
934,Blanche Fish Wright
935,George Gately
936,Dean R. Koontz
937,James Lee Burke
938,Michael Chabon
939,Barbara Michaels
940,Norton Juster
941,Jules Feiffer
942,Michael Blake
943,John Bellairs
944,Carole Nelson Douglas
945,William Goldman
946,Marc Reisner
947,Mark Bowden
948,Jonathan Pearce
949,Emily Bronte
950,Alain De Botton
951,Chuck Palahniuk
952,E. Annie Proulx
953,Adam Davies
954,Harry M. Walker
955,Nicholas Evans
956,L.M. Montgomery
957,Hermann Vinke
958,David Mitchell
959,Charles Bukowski
960,Haruki Murakami
961,Jay Rubin
962,Frances Hodgson Burnett
963,Gabriela Dellosso
964,Patricia C. Wrede
965,Jack London
966,Alex Kershaw
967,Bruce Wilkinson
968,David Kopp
969,Malcolm Goodway
970,Ann-Marie Macdonald
971,Linda Howard
972,Sue Miller
973,Sheri S. Tepper
974,Dr. Seuss
975,Theodor Seuss Geisel
976,Tobias Wolff
977,Isaac Bashevis Singer
978,Maurice Sendak
979,Gary Zukav
980,Alfred H. Kelly
981,Herman Belz
982,Winifred A. Harbison
983,John M. Cooper
984,D. S. Hutchinson
985,John M. Coop
986,B Kliban
987,Judy Blunt
988,William Trevor
989,Alice Walker
990,Stephen Gazi
991,Wallace Stegner
992,Don Delillo
993,Ralph Ellison
994,Shel Silverstein
995,Jhumpa Lahiri
996,Liz Trigg
997,Tessa Evelegh
998,Stewart Walton
999,Sally Walto
1000,Charles Sullivan
1001,Tom Robbins
1002,Ursula Hegi
1003,Samuel Richardson
1004,George Sherburn
1005,Valerie Martin
1006,Gill Farrer-Halls
1007,John Mordock
1008,Myron Korach
1009,Susan Bowes
1010,Diana Gabaldon
1011,Zadie Smith
1012,Natalie Goldberg
1013,Sue Grafton
1014,William J. Kennedy
1015,Bob Shacochis
1016,Randy Alcorn
1017,Nancy Cobb
1018,Connie Grigsby
1019,Margriet De Moor
1020,Helga Van Beuningen
1021,Dale Carnegie
1022,Clifford Stoll
1023,Sandra Cisneros
1024,Gary Paulsen
1025,Marguerite Henry
1026,Wesley Dennis
1027,Sherry Garland
1028,Ann Druyan
1029,Kimberly Kirberger
1030,Ariella Papa
1031,Michael J. Rosen
1032,Dawn Chipman
1033,Pamela Nelson
1034,Mari Florence
1035,Naomi Wax
1036,Shannon Olson
1037,Naylor
1038,Karen Stolz
1039,Clare Naylor
1040,Stephen Chbosky
1041,Margaret Weis
1042,Tracy Hickman
1043,Ivan Doig
1044,Margaret Sayers Peden
1045,Sylvia Nasar
1046,Ha Jin
1047,Elizabeth Laird
1048,Harlan Ellison
1049,Margaret Sayers Peden From The Span
1050,David M. Gitlitz
1051,Dr. Linda Kay Davidson
1052,Wolfgang Hohlbein
1053,Christoph Hein
1054,Gaby Hauptmann
1055,Carolyn See
1056,Christa Wolf
1057,Thomas Brussig
1058,Piers Vitebsky
1059,Christopher A. Weidner
1060,Robert Silverberg
1061,Gabriele Haefs
1062,Christopher Tolkien
1063,H.P. Lovecraft
1064,Pamela Grim
1065,Arthur C. Clarke
1066,Jay Bennett
1067,J. Applegate
1068,Michael J. Straczynski
1069,John Myers Myers
1070,Reay Tannahill
1071,Jack Whyte
1072,Peter Matthiessen
1073,Paul Kent
1074,Robin Mckinley
1075,Patricia Mckillip
1076,Joan Vinge
1077,James
1078,Hank Whittemore
1079,Caroline Hebard
1080,Ellyn Satter
1081,Bill Brittain
1082,August Wilson
1083,Marilynne Robinson
1084,Sigrid Nunez
1085,Paul Auster
1086,Amanda Scott
1087,John Fowles
1088,Fodor'S
1089,A'Lelia Bundles
1090,Dorothy L. Sayers
1091,Jude Deveraux
1092,Anne Morrow Lindbergh
1093,Laurie R. King
1094,Jeanne Duprau
1095,Louise Erdrich
1096,Melinda Haynes
1097,Belle Yang
1098,Carol Shields
1099,Tim Powers
1100,Jean Lorrah
1101,John Beer
1102,Cordula Swoboda Herzog
1103,Barbara Erskine
1104,Annegrit Arens
1105,Susanne Höbel
1106,Hans J. Alpers
1107,Jerome D. Salinger
1108,Hermann Hesse
1109,Claudia Von Zglinicki
1110,Thorsten Futh
1111,Linda Lael Miller
1112,Anna Jennet
1113,Elaine Crawford
1114,Dian
1115,Jane Feather
1116,William R. Forstchen
1117,Spider Robinson
1118,Dennis L. Mckiernan
1119,Rush
1120,Lionel Fenn
1121,Carole Halston
1122,Christine Rimmer
1123,Bj James
1124,Truman Capote
1125,Beth Nimmo
1126,Darrell Scott
1127,Steve Rabey
1128,Johann Wolfgang Von Goethe
1129,Michael Hulse
1130,Michael H
1131,Thomas Elsaesser
1132,Adrian Plass
1133,Bridget Plass
1134,Stephen Quirke
1135,James Herbert
1136,William Sutcliffe
1137,Janosch Janosch
1138,Janosch
1139,Jean De Brunhoff
1140,Jean Debrunhoff
1141,Philippe Fix
1142,Claudia Keller
1143,F. Paul Wilson
1144,Wulf Bergner
1145,Arnold A. Lazarus
1146,Clifford N. Lazarus
1147,Christoph Tr
1148,Clarissa Pinkola Estés
1149,Mascha Rabben
1150,Virginia Allen Jensen
1151,Dorcas Woodbury Haller
1152,John Paul Allen
1153,Alan M. Clark
1154,Hubert Jr Selby
1155,G. B. Trudeau
1156,Gary Larson
1157,Garrison Keillor
1158,Berke Breathed
1159,Barbara Ann Kipfer
1160,Stephen Fried
1161,George Stephanopoulos
1162,Rita Mae Brown
1163,Elaine Showalter
1164,Elaine Showalte
1165,Cornelia Funke
1166,Oliver Latsch
1167,Stan Lee
1168,J Kirby
1169,Camille Paglia
1170,James Kahn
1171,Devra Newberger Speregen
1172,Richard
1173,James Mcbride
1174,Louis Sachar
1175,Adam Mccauley
1176,Eric Van Lustbader
1177,Robert Asprin
1178,B.M. Mooyaart
1179,Eleanor Roosevelt
1180,Marshall Govindan
1181,Nomi Eve
1182,Bruce Catton
1183,William Gibson
1184,Clement Eaton
1185,H.G. Wells
1186,Darrell K. Sweet
1187,Judy Collins
1188,Oliver Sacks
1189,Annette Broadrick
1190,Rachel Cohn
1191,Carolyn Keene
1192,Rachel Naomi Remen
1193,Jayne Ann Krentz
1194,Joan Smith
1195,Kaye Gibbons
1196,Bryn C. Collins
1197,Peter Jennings
1198,Todd Brewster
1199,Eliza Osborne
1200,Howard Norman
1201,John Griesemer
1202,Marly A. Swick
1203,John L'Heureux
1204,Molly Ivins
1205,Forrest Carter
1206,Umberto Eco
1207,Greg Bear
1208,Kathy Reichs
1209,Jeffrey Deaver
1210,Martin Cruz Smith
1211,V.C. Andrews
1212,Stephen Hill
1213,E.W. Heine
1214,Donna Fletcher
1215,Jeanne Larsen
1216,Bari Wood
1217,James Gould Cozzens
1218,Reidar Jonsson
1219,Marianne Ruuth
1220,June Vendall Clark
1221,Robert Reilly
1222,Kem Nunn
1223,Larry King
1224,Ernest J. Gaines
1225,Anne Lamott
1226,Bret Lott
1227,Zora Neale Hurston
1228,Jude Fisher
1229,Salman Rushdie
1230,G. P. Taylor
1231,Bill Bryson
1232,Ron Walotsky
1233,Judy Astley
1234,Roger E. Allen
1235,Margaret Tempest
1236,Maureen Bradley
1237,James Barclay
1238,Kahlil Gibran
1239,Libby Purves
1240,Jane Kirkpatrick
1241,Tess Gerritsen
1242,Olive Ann Burns
1243,Michael Ende
1244,Ralph Manheim
1245,Annie Proulx
1246,Corrie Ten Boom
1247,John Sherrill
1248,Elizabeth Sherrill
1249,Bodie Thoene
1250,Brock Thoene
1251,Marlo Schalesky
1252,Michael Paterniti
1253,Dorothy R. Miller
